"path","bytes","sha256"
"00_project_management/qiteng_text_audit_2026-08-29/accessibility_audit.json","1981","238EB6B5818C706ECC451CDF0884136CED6E5020BBFF669F94799BC68A5F2547"
"00_project_management/qiteng_text_audit_2026-08-29/audit_libreoffice/text_integrity_audit.json","22957","1F5EC76208FB65EB290EE1473F7DA065B7C23262AE3C4C23B335241B0672E579"
"00_project_management/qiteng_text_audit_2026-08-29/audit_review/text_integrity_audit.json","22943","854A7FD9D0377114DAE8A24327D5AB4580E55EA134309772D875ED48C6BF6FA2"
"00_project_management/qiteng_text_audit_2026-08-29/audit/text_integrity_audit.json","23615","98D0211DACE2DADD53BCE4157188BB36705C1B7A194A327D1DCF190A1BE53548"
"00_project_management/qiteng_text_audit_2026-08-29/editorial_changes.json","10455","019FD8FA932CBEF5D67846402C8CC4556ECB29249D34C4B1641D9B78D9EAE7CC"
"00_project_management/qiteng_text_audit_2026-08-29/frozen_candidate_audit.json","3439","296E2B4D66C8759CDDA5EE26E464698B3B54E38FB923A52618BF3718B708AE70"
"00_project_management/qiteng_text_audit_2026-08-29/received/SLE_Bcell_Manuscript_QiTeng_Refined_2026-08-29.docx","37657","86EF9D51C7D7B2472A434CE4851F5DAA2231479491FE43112AADFE5CAE719078"
"00_project_management/qiteng_text_audit_2026-08-29/received/SLE_Bcell_Manuscript_QiTeng_Refined_2026-08-29.pdf","220503","0605370085473800D7B2D4B991FF54619BB1DEEA6BA143A8AAAA2BFCBCD1C315"
"00_project_management/qiteng_text_audit_2026-08-29/received/SLE_Bcell_QiTeng_Manuscript_Refinement_Action_Record_2026-08-29.md","12141","044218312949D48FE0DC902903BCAF315FCF0F267A7AD4C7728800178E4B3C11"
"00_project_management/qiteng_text_audit_2026-08-29/review_candidate/build_receipt.json","21454","A0449BE4F14B5F46A9D266B819509A10F678EE5A001364A4CA6B0527AA0BC635"
"00_project_management/qiteng_text_audit_2026-08-29/review_candidate/Manuscript.docx","37842","F6DB97C146A6DC41EED1910C0D0E5FCAA03C9A03EACF29EDA2CFB9F3803BBE0B"
"00_project_management/qiteng_text_audit_2026-08-29/review_candidate/Manuscript.md","63712","D383FF7605144531DF8E6CF1F3DC710561ABB2D88E3B957EAE0DD94ABD8F7A32"
"00_project_management/qiteng_text_audit_2026-08-29/review_candidate/Manuscript.pdf","253145","DE6F9E1AAFD45995C99507FBC733AAF9FB8ACC1BD9AC6C1E2ED444AED60B7E73"
"01_manuscript/Manuscript.md","61099","EDE21BA437AB4E2081B81ED7E454D5FCB2B8B8A4F16C75DA23601A3826372E56"
"04_submission/corrected_candidate.zip","26632739","D87F83BEBE281E748E54DF0736E34B38E1CB0FF83C746C934B43E730373BA150"
"audit_tools/phase17_postc9_14_audit_refined_manuscript.py","11048","F41C39AB7F4B5E631EB002A7EC4E99FAAD809F78F86B874D3D0CE2B88D8C64AC"
"audit_tools/phase17_postc9_15_build_refined_review.py","5652","DC779DF703B2CDC23334EBE0951CDC00E49AF0483A01EB9FBCE58B00EDC24E12"
"audit_tools/test_refined_manuscript.py","2987","2E1A182F32C9138EA03441281F4D6A378EE4DCBEC093D88911B4D9252D460094"
